UTC_Time,ET_Seconds,Hours_Since_Start,Apparent_Magnitude,Phase_Angle_Deg,Observer_Distance_1000km
2020 FEB 05 10:00:00,634168869.1848843,0.0,-0.17929419165327332,9.19598562591627,38.6421129561773
2020 FEB 05 10:18:57,634170006.0269899,0.31578947378529443,-0.19869367061364684,10.45641468810698,38.64609777330294
2020 FEB 05 10:37:54,634171142.8690954,0.6315789475374751,-0.19740319918949822,13.274992282421657,38.64952733483959
2020 FEB 05 10:56:51,634172279.7112011,0.9473684213227695,-0.1711957989596904,16.887869855996005,38.652356043675276
2020 FEB 05 11:15:47,634173416.5533067,1.263157895108064,-0.12694385594913982,20.885927617129756,38.65454211652311
2020 FEB 05 11:34:44,634174553.3954122,1.5789473688602447,-0.07504142937337477,25.08476619277742,38.656047957306995
2020 FEB 05 11:53:41,634175690.2375178,1.894736842645539,-0.01920458307969497,29.397590244850083,38.656840506314744
2020 FEB 05 12:12:38,634176827.0796233,2.21052631639772,0.041684346020442575,33.77988048911538,38.65689156020844
2020 FEB 05 12:31:35,634177963.921729,2.5263157901830144,0.11233073905492219,38.2068417682542,38.65617805815168
2020 FEB 05 12:50:32,634179100.7638346,2.8421052639683086,0.19670227136066032,42.663647533610394,38.65468232957625
2020 FEB 05 13:09:28,634180237.6059401,3.1578947377204893,0.29811353158692455,47.1408737925352,38.65239229947825
2020 FEB 05 13:28:25,634181374.4480457,3.473684211505784,0.4202004734416427,51.632196745208674,38.64930164758536
2020 FEB 05 13:47:22,634182511.2901514,3.789473685291078,0.5671497441283542,56.13315256833232,38.64540991828048
2020 FEB 05 14:06:19,634183648.1322569,4.105263159043259,0.7445959591665314,60.640428886316286,38.64072257877258
2020 FEB 05 14:25:16,634184784.9743625,4.4210526328285535,0.9603126214081144,65.15143733478448,38.63525102368241
2020 FEB 05 14:44:13,634185921.816468,4.736842106580735,1.2244750385329084,69.66404135970012,38.629012524942794
2020 FEB 05 15:03:09,634187058.6585736,5.052631580366029,1.5503881595946645,74.17637238471903,38.62203012665118
2020 FEB 05 15:22:06,634188195.5006793,5.368421054151323,1.9532876851222447,78.68669674840284,38.61433248532211
2020 FEB 05 15:41:03,634189332.3427848,5.684210527903504,2.4365286900497516,83.19331093292016,38.605953656739565
2020 FEB 05 16:00:00,634190469.1848904,6.000000001688798,2.9868144477208958,87.69445047385184,38.596932831400686
